日期,區別,里別,病例數
2015/08/06,南區,金華里,1
2015/08/06,安南區,溪東里,1
2015/08/06,安南區,海南里,1
2015/08/06,南區,明德里,1
2015/08/06,北區,正覺里,7
2015/08/06,安南區,溪頂里,3
2015/08/06,南區,廣州里,1
2015/08/06,北區,文成里,2
2015/08/06,中西區,水仙里,1
2015/08/06,永康區,中華里,1
2015/08/06,南區,文華里,1
2015/08/06,永康區,鹽洲里,1
2015/08/06,安平區,億載里,1
2015/08/06,永康區,正強里,1
2015/08/06,東區,大學里,1
2015/08/06,中西區,民主里,1
2015/08/06,學甲區,西明里,1
2015/08/06,永康區,甲頂里,2
2015/08/06,安南區,學東里,1
2015/08/06,仁德區,仁德里,1
2015/08/06,北區,五福里,1
2015/08/06,安南區,安西里,1
2015/08/06,北區,勝安里,1
2015/08/06,北區,和順里,2
2015/08/06,北區,元寶里,1
2015/08/06,北區,興南里,2
2015/08/06,中西區,赤嵌里,1
2015/08/06,北區,正風里,2
2015/08/06,安南區,安慶里,1
2015/08/06,新市區,新市里,1
2015/08/06,北區,六甲里,1
2015/08/06,北區,重興里,1
2015/08/06,永康區,北灣里,1
2015/08/06,中西區,西湖里,1
2015/08/06,北區,國姓里,1
2015/08/06,北區,華興里,2
2015/08/06,善化區,文昌里,1
2015/08/06,中西區,安海里,1
2015/08/06,安南區,鳳凰里,2
2015/08/06,安平區,建平里,1
2015/08/06,中西區,三合里,1
2015/08/06,安南區,溪心里,1
2015/08/06,北區,玉皇里,1
2015/08/06,南區,同安里,1
2015/08/06,北區,賢北里,3
2015/08/06,關廟區,松腳里,1
2015/08/06,東區,東門里,1
2015/08/07,北區,實踐里,1
2015/08/07,安南區,梅花里,1
2015/08/07,北區,長榮里,1
2015/08/07,永康區,三合里,1
2015/08/07,仁德區,中洲里,1
2015/08/07,安南區,州南里,1
2015/08/07,中西區,保安里,1
2015/08/07,北區,大豐里,1
2015/08/07,南區,大恩里,3
2015/08/07,安定區,安定里,1
2015/08/07,安南區,溪東里,1
2015/08/07,中西區,民權里,1
2015/08/07,安南區,長安里,1
2015/08/07,北區,正覺里,3
2015/08/07,安南區,溪頂里,1
2015/08/07,安平區,文平里,1
2015/08/07,北區,文成里,2
2015/08/07,北區,延平里,1
2015/08/07,南區,文華里,1
2015/08/07,永康區,龍潭里,1
2015/08/07,永康區,鹽洲里,1
2015/08/07,北區,仁愛里,2
2015/08/07,永康區,正強里,1
2015/08/07,北區,振興里,0
2015/08/07,永康區,勝利里,1
2015/08/07,中西區,民主里,1
2015/08/07,北區,永祥里,4
2015/08/07,北區,小康里,2
2015/08/07,永康區,甲頂里,1
2015/08/07,永康區,埔園里,1
2015/08/07,中西區,民生里,2
2015/08/07,北區,勝安里,1
2015/08/07,北區,和順里,1
2015/08/07,北區,文元里,3
2015/08/07,北區,興南里,1
2015/08/07,安南區,安富里,2
2015/08/07,永康區,六合里,1
2015/08/07,中西區,公正里,1
2015/08/07,東區,後甲里,1
2015/08/07,北區,正風里,1
2015/08/07,北區,三德里,1
2015/08/07,北區,六甲里,2
2015/08/07,中西區,西湖里,1
2015/08/07,北區,國姓里,4
2015/08/07,南區,南華里,1
2015/08/07,安平區,金城里,1
2015/08/07,安南區,公塭里,1
2015/08/07,北區,大港里,2
2015/08/07,北區,大山里,1
2015/08/07,安南區,淵西里,1
2015/08/07,安南區,安慶里,1
2015/08/08,南區,國宅里,1
2015/08/08,中西區,安海里,2
2015/08/08,中西區,民生里,2
2015/08/08,永康區,二王里,1
2015/08/08,北區,勝安里,2
2015/08/08,北區,永祥里,2
2015/08/08,北區,成功里,1
2015/08/08,北區,長榮里,1
2015/08/08,歸仁區,後市里,1
2015/08/08,安平區,西門里,1
2015/08/08,安南區,頂安里,1
2015/08/08,北區,實踐里,2
2015/08/08,北區,成德里,1
2015/08/08,北區,六甲里,5
2015/08/08,中西區,民權里,2
2015/08/08,南區,明亮里,2
2015/08/08,中西區,西湖里,2
2015/08/08,安南區,溪頂里,1
2015/08/08,安平區,文平里,1
2015/08/08,北區,國姓里,3
2015/08/08,中西區,文賢里,1
2015/08/08,北區,文成里,3
2015/08/08,安南區,四草里,1
2015/08/08,中西區,藥王里,1
2015/08/08,東區,崇善里,1
2015/08/08,北區,延平里,1
2015/08/08,善化區,文昌里,1
2015/08/08,南區,南華里,1
2015/08/08,北區,和順里,2
2015/08/08,新營區,南紙里,1
2015/08/08,歸仁區,歸南里,1
2015/08/08,北區,正覺里,2
2015/08/08,安平區,華平里,1
2015/08/08,北區,小康里,3
2015/08/08,北區,開元里,2
2015/08/08,東區,龍山里,1
2015/08/08,永康區,五王里,0
2015/08/08,永康區,甲頂里,1
2015/08/08,安南區,安慶里,1
2015/08/08,東區,路東里,1
2015/08/08,安南區,鳳凰里,1
2015/08/08,永康區,安康里,1
2015/08/08,新營區,三仙里,1
2015/08/09,安南區,原佃里,1
2015/08/09,北區,興北里,1
2015/08/09,北區,實踐里,3
2015/08/09,永康區,二王里,1
2015/08/09,北區,仁愛里,1
2015/08/09,安南區,州南里,1
2015/08/09,北區,文元里,1
2015/08/09,北區,大豐里,2
2015/08/09,南區,文南里,2
2015/08/09,永康區,復國里,1
2015/08/09,永康區,王行里,1
2015/08/09,南區,南都里,2
2015/08/09,北區,正覺里,7
2015/08/09,南區,白雪里,1
2015/08/09,安南區,溪頂里,2
2015/08/09,南區,開南里,1
2015/08/09,南區,文華里,1
2015/08/09,北區,延平里,1
2015/08/09,北區,永祥里,3
2015/08/09,永康區,正強里,1
2015/08/09,北區,裕民里,1
2015/08/09,東區,大學里,1
2015/08/09,永康區,東橋里,1
2015/08/09,北區,小康里,2
2015/08/09,永康區,三合里,1
2015/08/09,北區,大道里,1
2015/08/09,東區,後甲里,1
2015/08/09,善化區,光文里,1
2015/08/09,北區,五福里,1
2015/08/09,中西區,民生里,2
2015/08/09,北區,和順里,1
2015/08/09,永康區,甲頂里,1
2015/08/09,中西區,赤嵌里,1
2015/08/09,北區,成德里,4
2015/08/09,北區,六甲里,4
2015/08/09,中西區,西湖里,1
2015/08/09,南區,南華里,2
2015/08/09,安平區,海頭里,1
2015/08/09,安南區,安順里,1
2015/08/09,東區,大福里,0
2015/08/09,安南區,安和里,1
2015/08/09,東區,大智里,1
2015/08/09,東區,泉南里,1
2015/08/09,北區,開元里,1
2015/08/09,北區,玉皇里,1
2015/08/09,安南區,安慶里,1
2015/08/10,北區,興北里,1
2015/08/10,永康區,二王里,2
2015/08/10,北區,公園里,1
2015/08/10,北區,仁愛里,1
2015/08/10,北區,成功里,4
2015/08/10,東區,圍下里,1
2015/08/10,北區,中樓里,2
2015/08/10,北區,文元里,3
2015/08/10,南區,文南里,1
2015/08/10,安南區,溪東里,1
2015/08/10,北區,玉皇里,2
2015/08/10,安南區,溪北里,1
2015/08/10,安南區,新順里,1
2015/08/10,北區,正覺里,5
2015/08/10,東區,自強里,1
2015/08/10,北區,長榮里,1
2015/08/10,北區,文成里,1
2015/08/10,南區,開南里,1
2015/08/10,中西區,大涼里,1
2015/08/10,南區,文華里,1
2015/08/10,北區,延平里,2
2015/08/10,永康區,西勢里,1
2015/08/10,南區,明興里,1
2015/08/10,永康區,勝利里,1
2015/08/10,安南區,溪頂里,1
2015/08/10,北區,小康里,1
2015/08/10,善化區,北關里,1
2015/08/10,南區,新興里,1
2015/08/10,東區,小東里,1
2015/08/10,永康區,甲頂里,3
2015/08/10,北區,長德里,4
2015/08/10,中西區,民生里,4
2015/08/10,北區,勝安里,1
2015/08/10,北區,和順里,4
2015/08/10,永康區,埔園里,1
2015/08/10,安南區,安富里,1
2015/08/10,山上區,平陽里,1
2015/08/10,北區,正風里,3
2015/08/10,北區,成德里,4
2015/08/10,北區,六甲里,1
2015/08/10,永康區,大橋里,1
2015/08/10,東區,崇誨里,1
2015/08/10,七股區,大寮里,1
2015/08/10,安平區,海頭里,2
2015/08/10,善化區,東關里,3
2015/08/10,北區,光武里,1
2015/08/10,東區,崇信里,1
2015/08/10,東區,大智里,1
2015/08/10,北區,永祥里,2
2015/08/10,東區,泉南里,1
2015/08/10,安南區,溪心里,1
2015/08/10,南區,省躬里,1
2015/08/10,安南區,大安里,1
2015/08/10,安南區,安慶里,1
2015/08/10,東區,裕聖里,1
2015/08/11,安南區,原佃里,1
2015/08/11,柳營區,東昇里,1
2015/08/11,北區,實踐里,2
2015/08/11,永康區,二王里,1
2015/08/11,安平區,文平里,2
2015/08/11,永康區,三合里,1
2015/08/11,北區,成功里,2
2015/08/11,中西區,西賢里,1
2015/08/11,南區,大恩里,1
2015/08/11,安平區,西門里,1
2015/08/11,東區,中西里,1
2015/08/11,安平區,怡平里,1
2015/08/11,永康區,復華里,2
2015/08/11,安南區,溪北里,1
2015/08/11,中西區,民權里,1
2015/08/11,安南區,長安里,1
2015/08/11,中西區,大南里,1
2015/08/11,北區,延平里,3
2015/08/11,南區,白雪里,1
2015/08/11,善化區,什乃里,1
2015/08/11,北區,大道里,1
2015/08/11,北區,公園里,1
2015/08/11,南區,廣州里,1
2015/08/11,北區,正覺里,2
2015/08/11,中西區,大涼里,1
2015/08/11,中西區,水仙里,1
2015/08/11,安南區,佃西里,1
2015/08/11,北區,成德里,4
2015/08/11,北區,永祥里,7
2015/08/11,北區,賢北里,1
2015/08/11,新化區,協興里,1
2015/08/11,安南區,幸福里,1
2015/08/11,善化區,北關里,1
2015/08/11,中西區,永福里,1
2015/08/11,安南區,溪頂里,2
2015/08/11,永康區,甲頂里,1
2015/08/11,南區,府南里,1
2015/08/11,仁德區,仁德里,1
2015/08/11,南區,新興里,2
2015/08/11,中西區,民生里,5
2015/08/11,新化區,山腳里,1
2015/08/11,北區,和順里,2
2015/08/11,中西區,文賢里,1
2015/08/11,東區,後甲里,1
2015/08/11,北區,正風里,3
2015/08/11,北區,三德里,1
2015/08/11,南區,松安里,1
2015/08/11,北區,六甲里,4
2015/08/11,中西區,西湖里,1
2015/08/11,北區,國姓里,1
2015/08/11,南區,文華里,1
2015/08/11,北區,光武里,1
2015/08/11,北區,仁愛里,0
2015/08/11,北區,大山里,1
2015/08/11,安平區,華平里,1
2015/08/11,東區,關聖里,1
2015/08/11,北區,興北里,1
2015/08/11,南區,喜北里,1
2015/08/11,安南區,安慶里,1
2015/08/11,南區,金華里,1
2015/08/11,仁德區,仁愛里,1
2015/08/11,永康區,永康里,1
2015/08/12,中西區,進學里,1
2015/08/12,安南區,海東里,1
2015/08/12,永康區,二王里,1
2015/08/12,東區,虎尾里,1
2015/08/12,北區,永祥里,4
2015/08/12,北區,成功里,3
2015/08/12,永康區,尚頂里,1
2015/08/12,永康區,網寮里,1
2015/08/12,北區,中樓里,1
2015/08/12,北區,文元里,2
2015/08/12,永康區,六合里,1
2015/08/12,東區,富強里,1
2015/08/12,安平區,怡平里,1
2015/08/12,東區,東光里,1
2015/08/12,北區,六甲里,5
2015/08/12,安南區,新順里,1
2015/08/12,北區,正覺里,4
2015/08/12,南區,白雪里,2
2015/08/12,安南區,溪頂里,1
2015/08/12,安平區,文平里,1
2015/08/12,楠西區,東勢里,1
2015/08/12,北區,文成里,1
2015/08/12,南區,開南里,1
2015/08/12,南區,文華里,2
2015/08/12,北區,延平里,6
2015/08/12,北區,大山里,2
2015/08/12,中西區,民主里,1
2015/08/12,北區,小康里,5
2015/08/12,善化區,南關里,1
2015/08/12,南區,新興里,1
2015/08/12,安南區,安東里,1
2015/08/12,中西區,永福里,1
2015/08/12,永康區,西橋里,1
2015/08/12,南區,田寮里,1
2015/08/12,北區,五福里,1
2015/08/12,北區,長德里,1
2015/08/12,中西區,民生里,2
2015/08/12,安南區,海佃里,1
2015/08/12,北區,勝安里,1
2015/08/12,北區,和順里,3
2015/08/12,北區,大豐里,1
2015/08/12,中西區,文賢里,1
2015/08/12,永康區,成功里,1
2015/08/12,東區,後甲里,2
2015/08/12,中西區,水仙里,1
2015/08/12,北區,成德里,1
2015/08/12,永康區,甲頂里,1
2015/08/12,中西區,民權里,1
2015/08/12,北區,長榮里,1
2015/08/12,北區,大道里,1
2015/08/12,北區,國姓里,1
2015/08/12,南區,文南里,1
2015/08/12,安南區,安順里,1
2015/08/12,六甲區,龍湖里,1
2015/08/12,善化區,東關里,4
2015/08/12,安平區,育平里,1
2015/08/12,東區,泉南里,1
2015/08/12,北區,正風里,1
2015/08/12,北區,國興里,1
2015/08/12,中西區,三合里,1
2015/08/12,永康區,永康里,1
2015/08/13,安南區,原佃里,1
2015/08/13,北區,興北里,1
2015/08/13,安南區,海東里,1
2015/08/13,永康區,二王里,1
2015/08/13,北區,公園里,1
2015/08/13,南區,光明里,1
2015/08/13,北區,永祥里,5
2015/08/13,北區,成功里,1
2015/08/13,永康區,東橋里,1
2015/08/13,永康區,六合里,1
2015/08/13,中西區,西賢里,1
2015/08/13,安南區,州北里,1
2015/08/13,南區,文南里,1
2015/08/13,南區,金華里,1
2015/08/13,安南區,溪北里,1
2015/08/13,北區,六甲里,3
2015/08/13,北區,延平里,3
2015/08/13,安南區,溪頂里,1
2015/08/13,東區,東聖里,1
2015/08/13,南區,廣州里,1
2015/08/13,中西區,水仙里,1
2015/08/13,中西區,藥王里,1
2015/08/13,南區,文華里,7
2015/08/13,東區,崇善里,1
2015/08/13,永康區,西勢里,1
2015/08/13,北區,三德里,2
2015/08/13,北區,裕民里,1
2015/08/13,東區,大學里,1
2015/08/13,中西區,西湖里,1
2015/08/13,安平區,國平里,1
2015/08/13,安南區,幸福里,1
2015/08/13,北區,小康里,5
2015/08/13,南區,府南里,1
2015/08/13,善化區,光文里,1
2015/08/13,中西區,永福里,1
2015/08/13,北區,長德里,1
2015/08/13,中西區,民生里,3
2015/08/13,北區,和順里,3
2015/08/13,北區,元寶里,1
2015/08/13,南區,日新里,1
2015/08/13,仁德區,後壁里,1
2015/08/13,北區,正風里,1
2015/08/13,北區,成德里,2
2015/08/13,麻豆區,麻口里,1
2015/08/13,中西區,民權里,1
2015/08/13,永康區,安康里,2
2015/08/13,仁德區,仁和里,1
2015/08/13,新營區,延平里,1
2015/08/13,新市區,三舍里,2
2015/08/13,安平區,育平里,1
2015/08/13,北區,正覺里,3
2015/08/13,北區,開元里,3
2015/08/13,安南區,佃東里,2
2015/08/13,中西區,民主里,1
2015/08/13,北區,玉皇里,1
2015/08/13,北區,振興里,2
2015/08/13,安南區,安慶里,1
2015/08/13,北區,賢北里,1
2015/08/13,中西區,三合里,3
2015/08/14,中西區,進學里,1
2015/08/14,北區,實踐里,3
2015/08/14,安南區,梅花里,1
2015/08/14,北區,成德里,2
2015/08/14,北區,仁愛里,1
2015/08/14,北區,成功里,3
2015/08/14,東區,東光里,1
2015/08/14,安定區,港口里,1
2015/08/14,北區,文元里,4
2015/08/14,中西區,西賢里,1
2015/08/14,南區,大恩里,1
2015/08/14,東區,富強里,1
2015/08/14,安南區,總頭里,1
2015/08/14,安南區,溪東里,1
2015/08/14,中西區,民權里,2
2015/08/14,安南區,新順里,1
2015/08/14,永康區,二王里,1
2015/08/14,北區,延平里,5
2015/08/14,關廟區,香洋里,1
2015/08/14,安南區,溪頂里,1
2015/08/14,鹽水區,福得里,1
2015/08/14,東區,東明里,1
2015/08/14,北區,文成里,2
2015/08/14,北區,正覺里,5
2015/08/14,中西區,大涼里,1
2015/08/14,永康區,鹽行里,1
2015/08/14,新營區,民榮里,1
2015/08/14,北區,振興里,1
2015/08/14,新化區,崙頂里,1
2015/08/14,永康區,三合里,1
2015/08/14,永康區,勝利里,3
2015/08/14,中西區,民主里,1
2015/08/14,安南區,幸福里,1
2015/08/14,北區,小康里,4
2015/08/14,善化區,北關里,1
2015/08/14,東區,忠孝里,1
2015/08/14,中西區,光賢里,1
2015/08/14,永康區,甲頂里,1
2015/08/14,北區,元寶里,1
2015/08/14,東區,崇誨里,1
2015/08/14,北區,五福里,3
2015/08/14,安平區,平通里,1
2015/08/14,安南區,安西里,1
2015/08/14,中西區,民生里,3
2015/08/14,北區,勝安里,1
2015/08/14,北區,和順里,3
2015/08/14,安南區,國安里,1
2015/08/14,中西區,萬昌里,1
2015/08/14,北區,興南里,1
2015/08/14,安平區,平安里,1
2015/08/14,中西區,文賢里,1
2015/08/14,永康區,成功里,1
2015/08/14,東區,後甲里,1
2015/08/14,北區,正風里,1
2015/08/14,北區,三德里,4
2015/08/14,安南區,安慶里,2
2015/08/14,善化區,田寮里,1
2015/08/14,北區,六甲里,1
2015/08/14,東區,富裕里,1
2015/08/14,南區,明亮里,1
2015/08/14,安定區,六嘉里,1
2015/08/14,新營區,延平里,1
2015/08/14,中西區,三民里,1
2015/08/14,北區,國姓里,2
2015/08/14,南區,南華里,2
2015/08/14,學甲區,秀昌里,1
2015/08/14,北區,大仁里,1
2015/08/14,善化區,東關里,1
2015/08/14,北區,東興里,1
2015/08/14,安南區,安和里,2
2015/08/14,北區,大港里,1
2015/08/14,南區,廣州里,2
2015/08/14,中西區,建國里,1
2015/08/14,安南區,海西里,1
2015/08/14,北區,永祥里,1
2015/08/14,安平區,華平里,1
2015/08/14,東區,泉南里,1
2015/08/14,北區,開元里,1
2015/08/14,北區,興北里,1
2015/08/14,北區,大山里,1
2015/08/14,永康區,王行里,1
2015/08/14,北區,賢北里,1
2015/08/14,中西區,三合里,1
2015/08/14,安南區,東和里,1
2015/08/14,永康區,永康里,1
2015/08/15,安南區,原佃里,1
2015/08/15,安南區,海東里,1
2015/08/15,北區,長榮里,1
2015/08/15,將軍區,西華里,1
2015/08/15,北區,永祥里,6
2015/08/15,北區,成功里,6
2015/08/15,北區,中樓里,1
2015/08/15,中西區,法華里,1
2015/08/15,安南區,溪東里,0
2015/08/15,永康區,復國里,1
2015/08/15,中西區,民權里,2
2015/08/15,北區,力行里,1
2015/08/15,北區,正覺里,8
2015/08/15,安南區,溪頂里,3
2015/08/15,北區,公園里,2
2015/08/15,北區,大和里,1
2015/08/15,歸仁區,南保里,1
2015/08/15,南區,文華里,2
2015/08/15,北區,振興里,2
2015/08/15,永康區,正強里,1
2015/08/15,安南區,幸福里,1
2015/08/15,北區,小康里,6
2015/08/15,善化區,南關里,1
2015/08/15,善化區,嘉北里,1
2015/08/15,佳里區,興化里,1
2015/08/15,東區,路東里,1
2015/08/15,中西區,銀同里,1
2015/08/15,南區,田寮里,1
2015/08/15,北區,長德里,2
2015/08/15,中西區,民生里,5
2015/08/15,中西區,中正里,1
2015/08/15,仁德區,成功里,1
2015/08/15,北區,新勝里,1
2015/08/15,永康區,成功里,1
2015/08/15,北區,六甲里,2
2015/08/15,永康區,大橋里,1
2015/08/15,北區,國姓里,3
2015/08/15,新營區,延平里,1
2015/08/15,北區,大港里,1
2015/08/15,安南區,州北里,1
2015/08/15,麻豆區,穀興里,1
2015/08/15,東區,成大里,1
2015/08/15,北區,成德里,5
2015/08/15,東區,東門里,1
2015/08/15,北區,實踐里,6
2015/08/15,永康區,二王里,2
2015/08/15,安平區,文平里,1
2015/08/15,永康區,三合里,1
2015/08/15,北區,文元里,3
2015/08/15,南區,大恩里,1
2015/08/15,東區,富強里,1
2015/08/15,安南區,青草里,1
2015/08/15,南區,大林里,1
2015/08/15,中西區,元安里,1
2015/08/15,南區,白雪里,1
2015/08/15,中西區,水仙里,1
2015/08/15,安南區,佃西里,1
2015/08/15,南區,竹溪里,1
2015/08/15,北區,延平里,6
2015/08/15,中西區,民主里,1
2015/08/15,永康區,東橋里,1
2015/08/15,東區,自強里,1
2015/08/15,東區,東聖里,1
2015/08/15,永康區,西橋里,1
2015/08/15,麻豆區,興農里,1
2015/08/15,北區,五福里,2
2015/08/15,北區,和順里,3
2015/08/15,中西區,光賢里,1
2015/08/15,北區,興南里,3
2015/08/15,仁德區,後壁里,1
2015/08/15,北區,正風里,1
2015/08/15,北區,三德里,1
2015/08/15,永康區,中興里,1
2015/08/15,仁德區,保安里,1
2015/08/15,北區,重興里,1
2015/08/15,永康區,安康里,1
2015/08/15,南區,大成里,1
2015/08/15,安平區,海頭里,1
2015/08/15,東區,崇明里,2
2015/08/15,善化區,東關里,1
2015/08/15,新市區,三舍里,1
2015/08/15,中西區,建國里,3
2015/08/15,中西區,三合里,2
2015/08/15,北區,大山里,1
2015/08/15,安南區,安慶里,1
2015/08/15,永康區,五王里,1
2015/08/16,安南區,原佃里,1
2015/08/16,北區,成德里,2
2015/08/16,北區,大山里,4
2015/08/16,南區,大忠里,1
2015/08/16,永康區,尚頂里,1
2015/08/16,白河區,蓮潭里,1
2015/08/16,中西區,西賢里,1
2015/08/16,學甲區,三慶里,1
2015/08/16,東區,裕農里,0
2015/08/16,安南區,溪東里,1
2015/08/16,東區,大學里,1
2015/08/16,中西區,民權里,3
2015/08/16,永康區,鹽行里,1
2015/08/16,北區,正覺里,2
2015/08/16,東山區,東中里,1
2015/08/16,安南區,溪頂里,3
2015/08/16,新化區,北勢里,1
2015/08/16,南區,文華里,2
2015/08/16,中西區,仙草里,1
2015/08/16,北區,永祥里,8
2015/08/16,安南區,海南里,1
2015/08/16,安南區,幸福里,1
2015/08/16,中西區,永福里,3
