日期,區別,里別,病例數
2015/09/05,楠梓區,國昌里,1
2015/09/05,三民區,鼎中里,1
2015/09/05,仁武區,考潭里,1
2015/09/05,茄萣區,福德里,1
2015/09/05,左營區,廟東里,1
2015/09/05,前鎮區,德昌里,1
2015/09/05,大寮區,後庄里,1
2015/09/05,三民區,鳳北里,2
2015/09/05,三民區,鼎力里,2
2015/09/06,鼓山區,龍水里,1
2015/09/06,湖內區,海埔里,1
2015/09/06,林園區,頂厝里,1
2015/09/06,路竹區,甲北里,1
2015/09/06,苓雅區,普天里,0
2015/09/06,鼓山區,華豐里,1
2015/09/06,三民區,安吉里,2
2015/09/06,前金區,長興里,1
2015/09/06,三民區,寶盛里,1
2015/09/06,三民區,同德里,1
2015/09/06,路竹區,後鄉里,1
2015/09/06,前金區,東金里,1
2015/09/06,三民區,鼎強里,1
2015/09/06,鳳山區,中和里,1
2015/09/06,苓雅區,正心里,1
2015/09/06,鳳山區,新強里,1
2015/09/06,三民區,正興里,2
2015/09/06,鼓山區,裕豐里,1
2015/09/06,三民區,鼎盛里,2
2015/09/06,三民區,德智里,1
2015/09/06,茄萣區,和協里,1
2015/09/06,左營區,崇實里,1
2015/09/06,三民區,寶興里,1
2015/09/06,旗山區,湄洲里,1
2015/09/06,三民區,寶安里,1
2015/09/06,仁武區,中華里,1
2015/09/06,三民區,鼎泰里,1
2015/09/06,前鎮區,忠孝里,1
2015/09/06,鼓山區,桃源里,1
2015/09/06,三民區,鼎力里,2
2015/09/06,左營區,埤東里,1
2015/09/06,苓雅區,普照里,1
2015/09/06,鹽埕區,教仁里,1
2015/09/06,左營區,廟東里,1
2015/09/06,茄萣區,嘉泰里,1
2015/09/06,三民區,鳳北里,1
2015/09/06,鳳山區,誠義里,1
2015/09/06,前金區,長城里,1
2015/09/07,左營區,新上里,1
2015/09/07,鼓山區,光榮里,1
2015/09/07,大寮區,會結里,1
2015/09/07,三民區,灣利里,1
2015/09/07,三民區,鼎泰里,1
2015/09/07,苓雅區,凱旋里,1
2015/09/07,仁武區,灣內里,1
2015/09/07,前金區,長生里,1
2015/09/07,三民區,安吉里,0
2015/09/07,苓雅區,文昌里,1
2015/09/07,鳥松區,大華里,1
2015/09/07,大樹區,久堂里,1
2015/09/07,鳳山區,文福里,1
2015/09/07,大寮區,大寮里,1
2015/09/07,茄萣區,大定里,1
2015/09/07,三民區,鼎強里,2
2015/09/07,鼓山區,平和里,1
2015/09/07,三民區,鳳北里,2
2015/09/07,三民區,鼎力里,1
2015/09/07,前金區,長城里,2
2015/09/08,三民區,灣利里,1
2015/09/08,三民區,寶業里,2
2015/09/08,新興區,浩然里,1
2015/09/08,三民區,安吉里,1
2015/09/08,苓雅區,正大里,1
2015/09/08,楠梓區,加昌里,2
2015/09/08,三民區,寶獅里,1
2015/09/08,三民區,寶玉里,2
2015/09/08,三民區,德北里,1
2015/09/08,鹽埕區,陸橋里,1
2015/09/08,三民區,寶德里,1
2015/09/08,左營區,新中里,1
2015/09/08,苓雅區,廣澤里,1
2015/09/08,三民區,鼎泰里,2
2015/09/08,三民區,安東里,1
2015/09/08,大樹區,九曲里,0
2015/09/08,楠梓區,泰昌里,1
2015/09/08,鼓山區,龍子里,1
2015/09/08,左營區,新上里,1
2015/09/08,岡山區,大遼里,1
2015/09/08,左營區,埤東里,1
2015/09/08,鳳山區,國泰里,1
2015/09/08,大寮區,會社里,2
2015/09/08,路竹區,甲南里,1
2015/09/08,前鎮區,德昌里,1
2015/09/08,鼓山區,厚生里,1
2015/09/08,鼓山區,龍水里,2
2015/09/08,左營區,尾北里,1
2015/09/08,小港區,泰山里,1
2015/09/08,鳳山區,新泰里,1
2015/09/08,楠梓區,大昌里,1
2015/09/08,鳳山區,鎮西里,1
2015/09/08,大社區,觀音里,2
2015/09/08,左營區,頂西里,1
2015/09/08,仁武區,八卦里,1
2015/09/08,楠梓區,瑞屏里,1
2015/09/08,前金區,三川里,1
2015/09/08,鳳山區,文德里,1
2015/09/08,前金區,草江里,1
2015/09/08,橋頭區,甲南里,1
2015/09/08,楠梓區,翠屏里,1
2015/09/08,苓雅區,普天里,1
2015/09/08,三民區,立業里,1
2015/09/08,仁武區,文武里,1
2015/09/08,左營區,菜公里,1
2015/09/08,鼓山區,光榮里,2
2015/09/08,鳥松區,大華里,1
2015/09/08,旗津區,上竹里,1
2015/09/08,鼓山區,明誠里,1
2015/09/08,左營區,聖西里,1
2015/09/08,湖內區,湖東里,1
2015/09/08,三民區,鼎中里,1
2015/09/08,三民區,鼎強里,1
2015/09/08,三民區,鼎西里,1
2015/09/08,仁武區,高楠里,1
2015/09/08,三民區,鼎力里,2
2015/09/08,苓雅區,中正里,1
2015/09/09,左營區,尾西里,1
2015/09/09,三民區,灣子里,1
2015/09/09,鳳山區,新富里,1
2015/09/09,苓雅區,福海里,1
2015/09/09,苓雅區,福隆里,0
2015/09/09,三民區,本元里,1
2015/09/09,三民區,寶獅里,1
2015/09/09,鼓山區,前峰里,1
2015/09/09,三民區,寶玉里,2
2015/09/09,茄萣區,保定里,1
2015/09/09,左營區,福山里,2
2015/09/09,三民區,博惠里,1
2015/09/09,岡山區,灣裡里,1
2015/09/09,苓雅區,文昌里,1
2015/09/09,左營區,新中里,1
2015/09/09,三民區,鼎泰里,1
2015/09/09,燕巢區,西燕里,1
2015/09/09,苓雅區,正心里,1
2015/09/09,鳳山區,武漢里,2
2015/09/09,茄萣區,福德里,2
2015/09/09,苓雅區,普天里,1
2015/09/09,三民區,寶國里,1
2015/09/09,鼓山區,龍水里,1
2015/09/09,左營區,新下里,1
2015/09/09,鳳山區,新甲里,1
2015/09/09,楠梓區,大昌里,1
2015/09/09,前鎮區,興東里,1
2015/09/09,新興區,興昌里,1
2015/09/09,大社區,觀音里,1
2015/09/09,前鎮區,明道里,1
2015/09/09,鳳山區,福誠里,1
2015/09/09,苓雅區,正仁里,1
2015/09/09,鹽埕區,教仁里,1
2015/09/09,苓雅區,奏捷里,1
2015/09/09,鳳山區,天興里,1
2015/09/09,茄萣區,崎漏里,1
2015/09/09,旗津區,中洲里,2
2015/09/09,三民區,德西里,2
2015/09/09,梓官區,大舍里,1
2015/09/09,旗山區,湄洲里,1
2015/09/09,左營區,聖西里,1
2015/09/09,茄萣區,嘉福里,1
2015/09/09,三民區,鼎強里,2
2015/09/09,新興區,德生里,1
2015/09/09,湖內區,公舘里,1
2015/09/09,前金區,長城里,2
2015/09/10,前金區,新生里,1
2015/09/10,左營區,尾西里,2
2015/09/10,苓雅區,永康里,1
2015/09/10,前鎮區,興東里,1
2015/09/10,三民區,寶業里,1
2015/09/10,路竹區,甲北里,1
2015/09/10,前鎮區,興邦里,1
2015/09/10,鳳山區,福誠里,1
2015/09/10,左營區,菜公里,1
2015/09/10,鳥松區,大華里,1
2015/09/10,左營區,莒光里,1
2015/09/10,鳳山區,中正里,1
2015/09/10,前金區,東金里,1
2015/09/10,三民區,寶玉里,1
2015/09/10,鳳山區,南成里,1
2015/09/10,鳥松區,仁美里,1
2015/09/10,旗山區,大德里,1
2015/09/10,三民區,寶安里,2
2015/09/10,三民區,博惠里,1
2015/09/10,湖內區,大湖里,1
2015/09/10,鼓山區,平和里,1
2015/09/10,三民區,鼎金里,1
2015/09/10,三民區,鼎西里,3
2015/09/10,茄萣區,崎漏里,2
2015/09/10,鹽埕區,中山里,1
2015/09/10,楠梓區,和昌里,1
2015/09/10,燕巢區,西燕里,1
2015/09/10,旗津區,中洲里,1
2015/09/10,新興區,興昌里,1
2015/09/10,新興區,建興里,1
2015/09/10,新興區,開平里,1
2015/09/10,鼓山區,龍子里,1
2015/09/10,三民區,鼎盛里,1
2015/09/10,鳳山區,一甲里,1
2015/09/10,楠梓區,隆昌里,1
2015/09/10,三民區,寶珠里,2
2015/09/10,鼓山區,山下里,1
2015/09/10,三民區,鼎強里,1
2015/09/10,小港區,青島里,1
2015/09/10,楠梓區,清豐里,0
2015/09/10,三民區,鳳北里,1
2015/09/10,三民區,鼎力里,1
2015/09/10,前金區,長城里,3
2015/09/11,前鎮區,明孝里,1
2015/09/11,左營區,尾西里,1
2015/09/11,三民區,灣子里,1
2015/09/11,新興區,榮治里,1
2015/09/11,三民區,寶龍里,2
2015/09/11,新興區,浩然里,1
2015/09/11,鳳山區,瑞興里,1
2015/09/11,三民區,同德里,1
2015/09/11,鳥松區,大華里,1
2015/09/11,左營區,莒光里,1
2015/09/11,三民區,本館里,1
2015/09/11,左營區,果峰里,1
2015/09/11,三民區,寶玉里,1
2015/09/11,前鎮區,盛興里,1
2015/09/11,三民區,寶安里,1
2015/09/11,鳳山區,新強里,1
2015/09/11,鹽埕區,陸橋里,1
2015/09/11,三民區,正興里,1
2015/09/11,楠梓區,中陽里,1
2015/09/11,前鎮區,竹北里,1
2015/09/11,三民區,鼎泰里,1
2015/09/11,苓雅區,林泉里,1
2015/09/11,前鎮區,忠孝里,1
2015/09/11,小港區,六苓里,1
2015/09/11,苓雅區,普照里,1
2015/09/11,鳳山區,文山里,1
2015/09/11,苓雅區,普天里,1
2015/09/11,左營區,菜公里,3
2015/09/11,三民區,安寧里,1
2015/09/11,左營區,尾北里,1
2015/09/11,左營區,新下里,1
2015/09/11,前金區,新生里,1
2015/09/11,楠梓區,大昌里,1
2015/09/11,苓雅區,永康里,1
2015/09/11,小港區,港南里,2
2015/09/11,鳳山區,保安里,1
2015/09/11,前鎮區,興邦里,1
2015/09/11,苓雅區,正仁里,1
2015/09/11,仁武區,八卦里,2
2015/09/11,梓官區,梓信里,1
2015/09/11,新興區,開平里,1
2015/09/11,三民區,十全里,1
2015/09/11,新興區,蕉園里,1
2015/09/11,前鎮區,忠純里,1
2015/09/11,彌陀區,舊港里,1
2015/09/11,前金區,東金里,1
2015/09/11,鳳山區,富甲里,1
2015/09/11,苓雅區,奏捷里,1
2015/09/11,鼓山區,龍子里,1
2015/09/11,三民區,本元里,3
